clientnum,customer_age,gender,education_level,marital_status,income_category
716269308,56,F,Graduate,Single,Less than $40K
716271183,45,F,Uneducated,Single,Less than $40K
716272158,41,F,College,Married,$40K - $60K
716273133,41,F,Graduate,Married,Less than $40K
716277558,45,F,Uneducated,Single,Less than $40K
716279508,48,M,College,Married,$80K - $120K
716282208,54,F,Post-Graduate,Married,Less than $40K
716283108,44,F,Uneducated,Married,Less than $40K
716284308,65,M,Graduate,Married,Unknown
716285358,32,F,College,Divorced,Less than $40K
716288208,48,M,Graduate,Single,$60K - $80K
716288958,40,M,College,Married,$80K - $120K
716290233,43,F,Graduate,Married,$40K - $60K
716292033,37,F,High School,Single,Less than $40K
716296833,56,M,Doctorate,Single,$80K - $120K
716297658,37,M,Graduate,Single,$80K - $120K
716298633,56,F,Graduate,Single,Less than $40K
716299608,58,F,Unknown,Divorced,Less than $40K
716302383,47,F,Uneducated,Married,$40K - $60K
716303583,55,F,Graduate,Unknown,Less than $40K
716304483,46,F,High School,Married,$40K - $60K
716306583,64,M,Graduate,Single,Less than $40K
716307558,50,F,High School,Married,Less than $40K
716308683,47,F,High School,Married,Less than $40K
716310633,59,F,Post-Graduate,Single,Less than $40K
716311683,43,M,College,Married,$80K - $120K
716313858,53,F,Graduate,Married,Less than $40K
716315508,37,F,Post-Graduate,Married,$40K - $60K
716317458,51,F,Post-Graduate,Single,Less than $40K
716319258,43,M,Uneducated,Single,$120K +
716321583,50,F,Unknown,Single,$40K - $60K
716322783,47,F,Unknown,Married,Less than $40K
716323683,31,M,Graduate,Married,$80K - $120K
716324583,42,F,Uneducated,Single,Unknown
716328558,46,M,Uneducated,Married,$80K - $120K
716329383,46,F,Graduate,Single,Less than $40K
716331408,52,F,Unknown,Married,Less than $40K
716332533,38,F,Unknown,Unknown,$40K - $60K
716333283,58,F,Unknown,Unknown,Less than $40K
716334258,49,F,Uneducated,Divorced,$40K - $60K
716335983,37,M,High School,Single,$80K - $120K
716340783,48,M,High School,Married,$80K - $120K
716341833,53,F,College,Married,Less than $40K
716343408,46,M,Graduate,Divorced,$80K - $120K
716345283,55,M,Uneducated,Single,$60K - $80K
716346183,43,F,Unknown,Divorced,Unknown
716349183,58,F,Uneducated,Married,Unknown
716350008,52,M,Uneducated,Married,$40K - $60K
716351208,48,F,Uneducated,Married,Less than $40K
716352033,49,F,Graduate,Married,Less than $40K
716353083,39,M,Graduate,Single,$60K - $80K
716354883,59,F,Graduate,Unknown,Unknown
716355783,36,M,Unknown,Married,$60K - $80K
716357058,53,M,Uneducated,Single,$80K - $120K
716358033,53,F,Graduate,Single,Less than $40K
716362008,37,M,Doctorate,Married,$40K - $60K
716363658,51,M,Doctorate,Single,$120K +
716364408,59,F,Unknown,Married,Less than $40K
716365233,53,F,College,Married,Less than $40K
716366208,45,F,Uneducated,Married,Unknown
716368008,54,F,Graduate,Married,Unknown
716369208,44,F,Graduate,Married,Less than $40K
716370258,49,F,Graduate,Single,Less than $40K
716371308,40,M,Unknown,Single,$40K - $60K
716372358,58,F,Graduate,Married,Less than $40K
716373483,48,F,Graduate,Married,Less than $40K
716374308,39,M,Graduate,Married,$60K - $80K
716375883,53,F,Uneducated,Married,Unknown
716378658,55,F,Unknown,Married,Less than $40K
716380683,36,F,High School,Married,Less than $40K
716381808,43,M,Unknown,Single,$40K - $60K
716382708,46,F,Graduate,Single,Less than $40K
716383683,39,F,Post-Graduate,Unknown,Less than $40K
716385033,60,F,Graduate,Single,Unknown
716385858,42,F,Graduate,Married,Less than $40K
716387733,49,M,Graduate,Single,$60K - $80K
716389833,50,F,Unknown,Single,Less than $40K
716390958,45,M,Unknown,Married,$120K +
716393958,43,M,High School,Single,$80K - $120K
716396358,52,M,Graduate,Married,$60K - $80K
716399583,34,M,Uneducated,Married,$120K +
716400633,33,M,High School,Single,$40K - $60K
716402508,49,F,Graduate,Unknown,Less than $40K
716403633,60,F,College,Divorced,Less than $40K
716404383,47,F,Graduate,Married,Unknown
716406483,30,M,Unknown,Single,$60K - $80K
716408058,56,F,Uneducated,Single,Unknown
716411358,43,F,Uneducated,Single,Less than $40K
716414958,39,F,High School,Single,Unknown
716420358,41,F,High School,Married,$40K - $60K
716421633,43,F,Graduate,Married,Less than $40K
716425833,38,M,Graduate,Single,$120K +
716430933,46,F,Unknown,Single,Less than $40K
716431833,38,M,Unknown,Divorced,$40K - $60K
716432658,48,F,High School,Married,Less than $40K
716434533,40,M,High School,Married,$80K - $120K
716436483,45,F,Uneducated,Unknown,Less than $40K
716437533,51,M,College,Single,$80K - $120K
716438433,41,M,Doctorate,Married,$80K - $120K
716439258,32,M,Graduate,Married,$60K - $80K
716441058,45,F,High School,Single,Less than $40K
716442333,34,F,Graduate,Married,$40K - $60K
716443608,46,F,Unknown,Unknown,Less than $40K
716444733,55,F,Graduate,Married,Less than $40K
716445783,42,F,Uneducated,Married,Unknown
716447733,32,M,Graduate,Married,$40K - $60K
716448783,48,F,Graduate,Married,$40K - $60K
716451183,54,F,Uneducated,Married,$40K - $60K
716452083,56,F,Unknown,Married,Less than $40K
716452908,36,F,Unknown,Single,Less than $40K
716453883,47,M,Unknown,Single,$120K +
716454858,35,F,Graduate,Married,Less than $40K
716455683,40,F,High School,Single,Less than $40K
716456808,36,F,High School,Single,Less than $40K
716457783,55,F,College,Single,Less than $40K
716458983,60,M,High School,Married,$40K - $60K
716460933,51,M,Unknown,Married,$120K +
716461683,47,F,Uneducated,Married,Less than $40K
716462658,47,M,Doctorate,Single,$80K - $120K
716464533,32,F,Graduate,Married,Less than $40K
716466483,44,F,Uneducated,Single,$40K - $60K
716468658,51,F,Unknown,Single,Less than $40K
716470683,48,F,Post-Graduate,Married,Unknown
716471508,54,M,Unknown,Single,$120K +
716474358,43,F,Unknown,Married,Less than $40K
716475183,45,M,Graduate,Unknown,$60K - $80K
716477133,42,F,Uneducated,Single,Less than $40K
716479233,43,M,High School,Married,$40K - $60K
716480358,45,M,Uneducated,Single,$60K - $80K
716481408,38,F,Graduate,Single,Less than $40K
716482533,48,F,Unknown,Married,Less than $40K
716483358,44,M,Graduate,Single,$40K - $60K
716484333,46,F,Graduate,Married,Less than $40K
716485308,43,F,Unknown,Unknown,Less than $40K
716486508,45,F,High School,Married,$40K - $60K
716487408,48,M,Graduate,Married,$40K - $60K
716492583,37,F,Uneducated,Single,Less than $40K
716493408,45,F,Uneducated,Divorced,Unknown
716494383,49,F,Graduate,Unknown,$40K - $60K
716497908,49,F,Doctorate,Married,Unknown
716498883,48,M,Graduate,Single,$80K - $120K
716501133,36,F,Graduate,Single,Less than $40K
716506083,44,F,High School,Married,Less than $40K
716510658,50,F,Doctorate,Single,Less than $40K
716511483,46,M,Graduate,Married,Less than $40K
716512383,39,F,High School,Married,Less than $40K
716513358,51,F,Graduate,Divorced,Unknown
716516208,45,M,Graduate,Married,$80K - $120K
716520033,52,M,Post-Graduate,Married,$80K - $120K
716522583,48,F,College,Divorced,Less than $40K
716529258,42,M,Doctorate,Married,$80K - $120K
716530533,43,F,Uneducated,Single,Less than $40K
716532258,51,F,High School,Single,Less than $40K
716535408,43,M,Unknown,Married,$40K - $60K
716537433,50,F,College,Married,$40K - $60K
716543433,52,M,College,Married,$80K - $120K
716545383,42,M,Uneducated,Single,$40K - $60K
716546283,39,M,Graduate,Married,$60K - $80K
716548083,39,M,Graduate,Married,Less than $40K
716549058,45,F,Uneducated,Married,$40K - $60K
716551533,47,F,High School,Single,Unknown
716552433,40,F,Uneducated,Married,Less than $40K
716556258,50,F,Doctorate,Single,Less than $40K
716558283,30,F,Graduate,Married,Less than $40K
716559108,47,F,High School,Single,Less than $40K
716564433,53,F,Graduate,Single,Less than $40K
716565258,37,M,Doctorate,Single,$80K - $120K
716567433,41,F,Graduate,Married,$40K - $60K
716568708,47,F,Graduate,Married,Less than $40K
716569983,33,M,College,Married,$80K - $120K
716570958,50,M,Post-Graduate,Divorced,$60K - $80K
716573058,54,F,Doctorate,Unknown,Less than $40K
716574033,45,F,High School,Divorced,$40K - $60K
716575758,50,F,College,Unknown,Unknown
716578158,39,F,Unknown,Married,Less than $40K
716580033,53,M,High School,Married,$120K +
716580933,63,M,Uneducated,Single,$40K - $60K
716581983,56,F,College,Married,$40K - $60K
716584158,51,M,High School,Married,$80K - $120K
716586408,48,F,Graduate,Unknown,Less than $40K
716592558,52,F,High School,Single,Less than $40K
716593533,56,M,High School,Single,$80K - $120K
716596308,40,M,Uneducated,Single,$80K - $120K
716600733,47,F,Unknown,Married,Less than $40K
716602683,49,F,Graduate,Married,$40K - $60K
716604633,55,F,Post-Graduate,Married,$40K - $60K
716606733,33,F,Graduate,Single,$40K - $60K
716608608,41,M,Uneducated,Married,$80K - $120K
716609433,55,M,High School,Divorced,$120K +
716610558,65,F,High School,Single,$40K - $60K
716612958,35,F,College,Married,$40K - $60K
716613933,51,F,High School,Single,$40K - $60K
716614683,49,M,College,Single,$60K - $80K
716615583,61,F,High School,Married,Less than $40K
716617608,50,F,High School,Single,Less than $40K
716619558,38,F,High School,Single,Less than $40K
716620458,32,M,High School,Single,Less than $40K
716624133,56,M,Unknown,Married,$80K - $120K
716625033,32,F,Graduate,Single,Less than $40K
716626008,51,F,Graduate,Divorced,Unknown
716628633,41,M,Uneducated,Single,$80K - $120K
716630508,58,M,High School,Married,$120K +
716631708,56,M,High School,Married,$60K - $80K
716632758,49,F,Graduate,Single,Less than $40K
716635758,38,F,Unknown,Single,$40K - $60K
716636808,39,M,Graduate,Single,$120K +
716639058,51,M,Graduate,Single,$120K +
716641983,55,F,College,Single,Unknown
716643033,41,F,Graduate,Married,Less than $40K
716644008,55,M,Graduate,Single,$120K +
716645883,47,M,Unknown,Unknown,$60K - $80K
716647983,58,F,Graduate,Married,Less than $40K
716653758,55,M,Unknown,Single,$60K - $80K
716654808,48,M,High School,Single,$120K +
716655858,38,M,High School,Single,$80K - $120K
716657058,43,F,Post-Graduate,Married,Less than $40K
716660583,45,M,Graduate,Single,$40K - $60K
716662683,55,F,Unknown,Single,Less than $40K
716663808,57,F,High School,Married,Less than $40K
716666133,51,M,Graduate,Single,$120K +
716668308,39,F,High School,Single,Unknown
716669658,51,F,High School,Single,Less than $40K
716670783,52,F,Doctorate,Single,Unknown
716671983,38,M,High School,Single,$80K - $120K
716673258,60,F,Unknown,Single,Less than $40K
716675358,54,F,College,Single,Less than $40K
716680983,41,F,Doctorate,Married,Less than $40K
716682258,52,M,High School,Divorced,$120K +
716685033,38,F,High School,Married,$40K - $60K
716686158,59,F,Post-Graduate,Married,Less than $40K
716688183,51,F,High School,Married,Less than $40K
716689383,39,F,Graduate,Married,$40K - $60K
716691783,46,F,High School,Single,Less than $40K
716692683,31,M,College,Single,$40K - $60K
716694108,42,M,Uneducated,Married,$120K +
716695533,49,F,College,Married,Less than $40K
716697708,61,F,High School,Single,Unknown
716698608,51,M,Unknown,Single,$80K - $120K
716702358,44,F,Unknown,Married,Less than $40K
716704158,50,M,Doctorate,Married,$120K +
716705433,62,F,Uneducated,Unknown,Less than $40K
716708583,54,M,Graduate,Married,$120K +
716709858,34,F,Uneducated,Unknown,Less than $40K
716711433,48,M,High School,Married,$40K - $60K
716713533,53,M,Post-Graduate,Single,$80K - $120K
716714733,41,M,Graduate,Single,$80K - $120K
716716083,58,M,Unknown,Single,$80K - $120K
716717733,55,F,Uneducated,Single,Less than $40K
716721483,59,M,Uneducated,Single,$40K - $60K
716723658,37,F,Post-Graduate,Single,Less than $40K
716725008,49,M,High School,Married,$80K - $120K
716726058,48,F,College,Single,Less than $40K
716727258,52,F,Post-Graduate,Married,Unknown
716728233,47,F,High School,Married,Less than $40K
716732958,44,F,High School,Married,$40K - $60K
716733933,42,F,High School,Married,Unknown
716736858,47,F,Graduate,Married,Less than $40K
716739258,43,F,Unknown,Single,Less than $40K
716741508,33,F,High School,Married,Less than $40K
716742483,38,F,Graduate,Single,Less than $40K
716745408,54,M,High School,Single,$80K - $120K
716747283,44,F,Uneducated,Single,Less than $40K
716748483,59,F,Uneducated,Married,$40K - $60K
716750358,45,F,Unknown,Married,Less than $40K
716751858,34,F,Unknown,Married,Less than $40K
716753058,38,F,Graduate,Single,Less than $40K
716754783,43,M,High School,Married,$120K +
716756133,43,F,Graduate,Divorced,Less than $40K
716757033,37,M,Post-Graduate,Married,$40K - $60K
716758008,40,M,High School,Single,$40K - $60K
716758908,46,M,Uneducated,Single,$120K +
716761308,37,F,Unknown,Single,Less than $40K
716762733,50,F,Doctorate,Single,Less than $40K
716766033,40,F,Unknown,Single,Less than $40K
716768808,57,M,Unknown,Married,$120K +
716769783,48,F,Graduate,Married,Unknown
716773533,33,M,Graduate,Married,$60K - $80K
716780283,39,M,Uneducated,Single,$40K - $60K
716782758,48,M,Graduate,Single,$60K - $80K
716786808,40,M,Post-Graduate,Single,$60K - $80K
716790633,43,M,Graduate,Married,$60K - $80K
716791908,43,M,College,Married,$80K - $120K
716793108,26,M,College,Single,Less than $40K
716797758,53,F,Unknown,Married,Less than $40K
716800908,26,F,High School,Single,Unknown
716804283,41,M,Uneducated,Divorced,$120K +
716805408,52,M,Doctorate,Married,$60K - $80K
716806383,48,M,Graduate,Married,$80K - $120K
716811483,30,F,Uneducated,Married,Less than $40K
716815308,44,F,Uneducated,Married,Less than $40K
716816583,61,M,Graduate,Married,$60K - $80K
716819958,60,M,Graduate,Married,$60K - $80K
716822583,39,F,High School,Single,Less than $40K
716823408,65,M,Doctorate,Single,Unknown
716825808,45,F,Uneducated,Divorced,Less than $40K
716829483,39,F,Post-Graduate,Married,$40K - $60K
716831508,47,F,High School,Single,$40K - $60K
716832858,46,M,Graduate,Married,$60K - $80K
716835033,54,F,Graduate,Married,Unknown
716836308,29,M,Graduate,Divorced,Less than $40K
716837508,48,M,Graduate,Married,$60K - $80K
716838633,46,M,High School,Single,$60K - $80K
716839983,48,M,College,Married,$120K +
716841783,51,M,Graduate,Married,$120K +
716842908,41,F,Uneducated,Single,Less than $40K
716850558,48,M,Graduate,Unknown,$60K - $80K
716851908,58,F,Unknown,Married,$40K - $60K
716853258,64,M,Graduate,Single,Less than $40K
716855058,49,F,Graduate,Married,Less than $40K
716856408,39,F,Graduate,Single,Less than $40K
716858433,43,F,Graduate,Single,Less than $40K
716860233,51,F,Uneducated,Married,Less than $40K
716863458,44,M,Uneducated,Single,$80K - $120K
716864733,47,M,College,Married,$120K +
716866308,38,M,High School,Married,$60K - $80K
716869458,34,F,College,Single,Less than $40K
716870583,36,F,Unknown,Married,Less than $40K
716871633,49,M,Uneducated,Single,$120K +
716873733,43,F,Post-Graduate,Divorced,Less than $40K
716875083,26,F,High School,Single,$40K - $60K
716877258,55,F,Graduate,Single,Less than $40K
716878533,55,M,Unknown,Married,$80K - $120K
716881683,45,M,Uneducated,Married,$80K - $120K
716882658,62,F,Graduate,Married,Less than $40K
716890533,49,F,Uneducated,Single,Less than $40K
716891583,41,F,High School,Unknown,Less than $40K
716893683,55,F,Uneducated,Single,Unknown
716894658,49,F,Graduate,Divorced,Less than $40K
716896833,51,M,Unknown,Single,$80K - $120K
716899233,40,F,Graduate,Single,Less than $40K
716900433,36,M,Graduate,Married,$60K - $80K
716901858,49,M,Doctorate,Married,$40K - $60K
716905158,45,M,Unknown,Single,$60K - $80K
716908158,42,F,College,Married,Less than $40K
716909283,60,M,Post-Graduate,Single,$80K - $120K
716911608,48,M,Graduate,Single,$80K - $120K
716915133,42,F,Unknown,Single,Less than $40K
716918508,39,M,College,Single,$40K - $60K
716919633,58,F,Uneducated,Unknown,$40K - $60K
716920908,52,M,High School,Married,$80K - $120K
716922633,38,M,Uneducated,Single,$120K +
716924058,58,F,Uneducated,Married,$40K - $60K
716924958,65,F,Graduate,Single,Less than $40K
716926758,40,F,Uneducated,Single,Less than $40K
716929233,43,F,Post-Graduate,Single,$40K - $60K
716930133,43,F,High School,Unknown,Less than $40K
716931183,45,M,Uneducated,Single,$80K - $120K
716932308,38,F,College,Married,Unknown
716933283,52,M,High School,Single,$60K - $80K
716934333,50,M,Uneducated,Single,$80K - $120K
716938383,41,M,Unknown,Married,$80K - $120K
716939358,43,F,Graduate,Divorced,Unknown
716944983,61,M,Uneducated,Married,$120K +
716947083,32,M,High School,Single,$40K - $60K
716948283,58,M,College,Single,$80K - $120K
716950758,46,M,High School,Married,$60K - $80K
716951658,51,F,High School,Single,$40K - $60K
716953083,53,F,Graduate,Married,Unknown
716955783,52,M,Graduate,Single,$80K - $120K
716959833,45,M,Graduate,Single,$120K +
716961033,48,F,High School,Single,Less than $40K
716961933,43,F,Graduate,Married,Less than $40K
716963283,47,F,Graduate,Unknown,Less than $40K
716966808,47,M,Graduate,Married,$80K - $120K
716968683,46,F,High School,Single,Unknown
716971833,40,F,Uneducated,Married,Unknown
716973333,40,M,Uneducated,Married,$120K +
716974383,41,M,Graduate,Single,$80K - $120K
716975583,42,F,Unknown,Single,$40K - $60K
716977758,44,F,Uneducated,Married,Less than $40K
716979183,45,M,College,Married,$60K - $80K
716981358,40,F,Post-Graduate,Married,Less than $40K
716982483,49,F,Graduate,Married,Less than $40K
716984658,49,M,Graduate,Married,$120K +
716986458,44,F,High School,Single,Unknown
716987358,29,M,Post-Graduate,Divorced,$60K - $80K
716988633,55,M,High School,Divorced,$60K - $80K
716989683,56,M,Doctorate,Single,$80K - $120K
716990883,38,M,Unknown,Married,$80K - $120K
716991933,53,F,Uneducated,Single,Less than $40K
716993058,57,M,Unknown,Divorced,$60K - $80K
716995083,52,M,High School,Single,$80K - $120K
716996583,50,M,High School,Divorced,$120K +
716998608,48,M,Graduate,Unknown,$60K - $80K
716999883,51,M,High School,Married,$80K - $120K
717000858,41,M,Graduate,Married,Less than $40K
717001908,41,F,Graduate,Married,Less than $40K
717004533,35,F,High School,Married,Less than $40K
717006333,54,M,High School,Married,$80K - $120K
717007458,46,M,Graduate,Married,$40K - $60K
717008358,40,F,Unknown,Married,Less than $40K
717011958,43,F,Graduate,Single,$40K - $60K
717013383,52,M,High School,Married,$80K - $120K
717015333,52,M,Unknown,Divorced,$120K +
717016833,39,M,Uneducated,Married,$80K - $120K
717017808,62,M,Uneducated,Single,$40K - $60K
717022533,43,F,Post-Graduate,Single,$40K - $60K
717023508,45,F,Unknown,Unknown,$40K - $60K
717026658,43,F,Uneducated,Married,Less than $40K
717028158,53,M,Graduate,Married,$120K +
717030633,46,M,College,Single,$60K - $80K
717035283,46,M,Graduate,Single,$60K - $80K
717036408,36,F,Uneducated,Single,Unknown
717038733,56,M,Uneducated,Married,$60K - $80K
717042333,53,F,College,Married,Less than $40K
717045033,45,F,Unknown,Married,Unknown
717047583,47,F,Doctorate,Married,Less than $40K
717049533,39,F,Doctorate,Unknown,$40K - $60K
717050883,60,F,High School,Single,Less than $40K
717052158,39,M,High School,Single,$60K - $80K
717060858,31,M,Graduate,Married,Less than $40K
717066408,36,M,Graduate,Married,$60K - $80K
717069033,43,F,Graduate,Married,Less than $40K
717072108,50,F,Unknown,Single,$40K - $60K
717073308,44,F,College,Married,Less than $40K
717074283,45,F,Graduate,Divorced,Unknown
717076458,40,M,Unknown,Single,$40K - $60K
717078933,40,F,Graduate,Single,Less than $40K
717081483,37,M,Graduate,Divorced,$80K - $120K
717084708,45,F,High School,Married,Less than $40K
717085983,44,F,High School,Single,$40K - $60K
717087858,51,F,Graduate,Single,$40K - $60K
717090183,60,M,Doctorate,Married,$120K +
717091533,29,F,Graduate,Single,Unknown
717093858,49,F,College,Married,Less than $40K
717094758,40,F,Post-Graduate,Married,Unknown
717095733,48,F,Unknown,Unknown,Less than $40K
717096858,51,M,Doctorate,Single,$40K - $60K
717098208,48,M,Unknown,Married,$80K - $120K
717099408,40,M,Graduate,Married,$60K - $80K
717100833,37,F,High School,Married,Less than $40K
717103758,63,M,Graduate,Single,Unknown
717105258,37,F,Graduate,Married,Less than $40K
717107808,48,F,Uneducated,Unknown,$40K - $60K
717109983,50,F,High School,Married,$40K - $60K
717112533,52,F,Graduate,Unknown,Less than $40K
717114708,34,F,Graduate,Married,$40K - $60K
717121758,58,F,Graduate,Single,Less than $40K
717123858,36,F,Graduate,Married,$40K - $60K
717124983,62,F,Uneducated,Married,$40K - $60K
717125958,49,F,Unknown,Married,Less than $40K
717127083,37,M,Graduate,Married,$120K +
717128283,40,F,High School,Unknown,Less than $40K
717129333,35,F,Graduate,Married,$40K - $60K
717130383,50,M,Uneducated,Married,$60K - $80K
717131283,43,F,High School,Divorced,$40K - $60K
717132633,62,M,Uneducated,Single,$40K - $60K
717134058,65,F,Unknown,Single,Unknown
717135333,50,F,Graduate,Single,Unknown
717136533,37,F,Uneducated,Single,Less than $40K
717138558,28,M,Post-Graduate,Married,$40K - $60K
717139608,50,F,College,Divorced,Less than $40K
717140733,52,F,Graduate,Single,Less than $40K
717141858,56,F,High School,Single,$40K - $60K
717146208,59,F,Graduate,Single,Less than $40K
717147708,44,M,Uneducated,Divorced,$60K - $80K
717151383,44,F,Graduate,Married,Less than $40K
717159858,27,M,High School,Single,$60K - $80K
717166383,40,F,Unknown,Married,$40K - $60K
717167283,49,F,Unknown,Divorced,Less than $40K
717171408,36,M,Unknown,Married,$80K - $120K
717172308,45,F,High School,Married,$40K - $60K
717173358,60,F,Graduate,Single,$40K - $60K
717174558,57,F,Uneducated,Single,Less than $40K
717176508,43,F,Unknown,Single,$40K - $60K
717177783,36,F,Unknown,Married,Less than $40K
717179508,33,F,Graduate,Single,Less than $40K
717180633,59,M,Post-Graduate,Married,$40K - $60K
717181833,39,F,Graduate,Single,Less than $40K
717182883,33,F,High School,Married,Unknown
717185658,51,M,High School,Married,$80K - $120K
717189183,35,M,Doctorate,Single,$40K - $60K
717190533,49,M,High School,Married,$60K - $80K
717192933,55,M,Graduate,Married,$120K +
717195933,42,M,Graduate,Married,$60K - $80K
717198633,53,F,College,Married,$40K - $60K
717200508,40,F,Uneducated,Single,Unknown
717202083,46,M,Unknown,Single,$80K - $120K
717202908,39,M,College,Married,$80K - $120K
717203958,51,M,Graduate,Married,$40K - $60K
717206508,65,F,High School,Married,Less than $40K
717207408,39,F,Uneducated,Divorced,Unknown
717208833,34,F,High School,Single,Less than $40K
717211608,45,F,Unknown,Single,Less than $40K
717212958,55,M,Doctorate,Single,$80K - $120K
717214158,41,M,Post-Graduate,Married,$40K - $60K
717217983,43,F,Graduate,Married,Less than $40K
717219933,47,F,Unknown,Single,Less than $40K
717222033,40,F,Unknown,Single,Less than $40K
717225258,35,M,Graduate,Single,$120K +
717229158,36,F,Graduate,Married,$40K - $60K
717231558,49,F,Graduate,Married,Less than $40K
717233058,34,M,Unknown,Married,$40K - $60K
717234183,29,M,Graduate,Married,Less than $40K
717237708,54,M,Post-Graduate,Single,$60K - $80K
717239133,52,F,College,Married,Unknown
717241233,60,F,Unknown,Single,Less than $40K
717242058,43,F,Graduate,Married,Less than $40K
717244683,43,F,College,Married,Unknown
717247383,48,M,Graduate,Single,$40K - $60K
717248583,43,F,College,Married,Less than $40K
717249783,47,M,Unknown,Unknown,$60K - $80K
717251508,37,M,Uneducated,Married,$120K +
717252483,57,F,Graduate,Married,Less than $40K
717255333,40,M,Graduate,Single,$80K - $120K
717257658,41,M,Graduate,Single,$80K - $120K
717260058,53,F,Uneducated,Married,Less than $40K
717261708,53,M,Unknown,Married,$80K - $120K
717262833,49,F,Unknown,Married,Less than $40K
717265983,44,F,Uneducated,Divorced,Unknown
717267108,37,M,College,Single,$60K - $80K
717268458,61,M,Graduate,Married,$60K - $80K
717271983,60,M,College,Single,$80K - $120K
717273333,49,M,College,Married,$80K - $120K
717276708,57,M,Unknown,Single,$80K - $120K
717277833,27,F,Graduate,Single,Unknown
717278808,37,F,College,Married,Less than $40K
717280158,49,M,Graduate,Married,Less than $40K
717281658,52,F,Graduate,Divorced,Less than $40K
717283008,44,F,Graduate,Single,Unknown
717284133,53,F,High School,Married,Less than $40K
717287883,57,M,Graduate,Married,$80K - $120K
717291333,38,M,Uneducated,Married,$80K - $120K
717292758,55,F,Graduate,Single,Less than $40K
717295683,50,M,Doctorate,Single,$80K - $120K
717296808,67,F,Graduate,Married,Less than $40K
717297708,47,F,Graduate,Single,Unknown
717299958,49,M,Graduate,Single,$80K - $120K
717301908,54,F,Doctorate,Married,Less than $40K
717307158,48,F,Unknown,Single,Less than $40K
717308433,49,M,Uneducated,Unknown,$60K - $80K
717310458,35,F,Graduate,Single,Less than $40K
717316008,38,M,Unknown,Married,$120K +
717321783,50,M,Uneducated,Single,$60K - $80K
717322833,55,M,Unknown,Single,$80K - $120K
717324183,31,F,High School,Single,Less than $40K
717325158,46,F,Graduate,Married,$40K - $60K
717327783,39,M,Graduate,Married,$80K - $120K
717331758,44,M,Graduate,Married,$120K +
717332733,47,M,Unknown,Single,$80K - $120K
717334233,54,F,Uneducated,Single,$40K - $60K
717336408,51,F,Doctorate,Single,Less than $40K
717338733,31,M,High School,Divorced,Less than $40K
717340608,51,F,High School,Single,Unknown
717343833,47,F,Uneducated,Unknown,Unknown
717346833,44,F,Graduate,Married,Less than $40K
717348258,33,M,Graduate,Married,$120K +
717353433,50,F,Unknown,Single,Unknown
717354558,57,M,Uneducated,Married,$120K +
717355533,56,M,Graduate,Single,$120K +
717358158,46,M,Uneducated,Single,$60K - $80K
717359208,57,F,College,Married,Less than $40K
717364458,36,F,High School,Married,Less than $40K
717365958,50,F,Graduate,Married,Less than $40K
717368208,49,M,Graduate,Single,$120K +
717370533,40,M,Post-Graduate,Single,$120K +
717371583,56,F,Uneducated,Single,Less than $40K
717374358,33,M,Unknown,Married,$60K - $80K
717376758,56,F,High School,Married,Less than $40K
717380133,65,M,High School,Single,$40K - $60K
717381183,27,F,Graduate,Married,Less than $40K
717382608,59,M,Graduate,Single,$60K - $80K
717384183,58,F,Graduate,Single,Less than $40K
717385083,46,M,High School,Married,$120K +
717385983,30,M,Graduate,Married,Less than $40K
717387933,49,F,High School,Divorced,Less than $40K
717389433,62,F,High School,Single,Unknown
717390408,49,F,Uneducated,Married,$40K - $60K
717392358,60,M,Graduate,Married,$80K - $120K
717395733,42,F,Doctorate,Married,$40K - $60K
717397983,39,M,Uneducated,Single,$60K - $80K
717399183,37,M,Graduate,Married,$80K - $120K
717400533,54,F,High School,Married,Less than $40K
717401883,35,M,Uneducated,Married,$60K - $80K
717403158,60,F,Uneducated,Single,Less than $40K
717405408,31,F,Post-Graduate,Single,Unknown
717406983,30,M,Graduate,Unknown,$40K - $60K
717409533,36,F,Post-Graduate,Single,Less than $40K
717410508,43,M,Unknown,Married,$60K - $80K
717411483,55,M,College,Divorced,$80K - $120K
717412608,38,F,High School,Married,$40K - $60K
717413658,43,M,High School,Married,$40K - $60K
717414933,51,F,High School,Single,Less than $40K
717418158,42,M,Unknown,Unknown,$120K +
717420333,37,M,High School,Single,$60K - $80K
717424458,44,F,Post-Graduate,Married,Less than $40K
717427983,50,F,High School,Single,Less than $40K
717429258,48,F,Doctorate,Single,Less than $40K
717432933,52,F,Unknown,Single,Unknown
717437058,38,M,Unknown,Divorced,$60K - $80K
717439983,48,M,Graduate,Married,$80K - $120K
717442758,51,F,High School,Married,$40K - $60K
717443658,37,F,Graduate,Divorced,$40K - $60K
717444558,50,F,Graduate,Married,Less than $40K
717446208,62,F,High School,Single,Less than $40K
717448383,41,M,Unknown,Single,$80K - $120K
717450633,47,M,Uneducated,Single,$60K - $80K
717451833,45,F,Uneducated,Divorced,Unknown
717457008,43,M,Uneducated,Single,$40K - $60K
717461283,38,F,Graduate,Single,Unknown
717463608,38,F,Unknown,Married,$40K - $60K
717464958,55,F,Doctorate,Married,Less than $40K
717466158,48,F,Doctorate,Married,Less than $40K
717469158,46,M,Unknown,Married,$80K - $120K
717471933,45,M,Unknown,Married,$40K - $60K
