clientnum,attrition_flag,dependent_count,card_category,months_on_book,months_inactive_12_mon,contacts_count_12_mon,credit_limit,avg_open_to_buy,avg_utilization_ratio
719026383,Existing Customer,2,Blue,36,1,3,2664,2664,0
714318033,Existing Customer,4,Blue,36,1,4,10226,8588,0.16
716219808,Existing Customer,3,Blue,36,2,3,15942,15942,0
709695333,Existing Customer,2,Blue,36,2,4,10227,8532,0.166
716645883,Existing Customer,2,Blue,36,2,2,13867,13867,0
818305008,Existing Customer,2,Blue,36,1,3,11239,9864,0.122
709104333,Existing Customer,5,Silver,36,2,4,34516,33625,0.026
708112008,Existing Customer,2,Blue,36,2,3,23510,22461,0.045
716950758,Attrited Customer,4,Blue,36,3,2,8017,8017,0
716497908,Existing Customer,1,Blue,36,1,2,8519,8519,0
715338783,Existing Customer,1,Blue,36,2,2,2999,2999,0
804437658,Existing Customer,3,Blue,36,2,1,9778,7624,0.22
720252858,Existing Customer,3,Blue,36,3,2,10350,10350,0
710017758,Existing Customer,4,Blue,36,2,3,11346,11346,0
711046383,Existing Customer,2,Silver,36,1,1,34516,33200,0.038
720877083,Existing Customer,2,Blue,36,1,2,9748,8394,0.139
715662258,Existing Customer,3,Blue,36,1,2,2454,394,0.839
712423233,Existing Customer,3,Blue,36,3,1,22919,21551,0.06
721532583,Attrited Customer,4,Blue,36,3,4,12250,10085,0.177
714857508,Existing Customer,4,Blue,36,2,4,8667,6892,0.205
712623258,Attrited Customer,3,Blue,36,3,3,5505,2988,0.457
708494583,Existing Customer,3,Blue,36,1,3,1902,1902,0
717134058,Existing Customer,1,Blue,36,1,2,5018,3887,0.225
715412583,Existing Customer,3,Blue,36,1,4,7925,6480,0.182
711455133,Existing Customer,3,Blue,36,3,3,12948,11109,0.142
716387733,Attrited Customer,4,Blue,36,4,5,5662,4178,0.262
720708183,Existing Customer,1,Silver,36,1,1,15248,14006,0.081
716516208,Existing Customer,4,Blue,36,2,3,1438.3,1438.3,0
708722583,Existing Customer,4,Blue,36,3,1,2609,953,0.635
714566958,Existing Customer,3,Blue,36,2,5,20882,19462,0.068
716908158,Existing Customer,3,Blue,36,2,1,8260,5743,0.305
713013483,Existing Customer,4,Blue,36,3,3,1438.3,523.3,0.636
717538683,Existing Customer,3,Blue,36,2,2,22906,21774,0.049
714358008,Existing Customer,1,Blue,36,1,3,17054,17054,0
708361833,Existing Customer,4,Blue,36,2,3,19430,19430,0
708957183,Existing Customer,0,Blue,36,1,0,2708,191,0.929
719356008,Existing Customer,3,Blue,36,3,4,1438.3,1438.3,0
719543208,Existing Customer,3,Blue,36,3,3,13220,12372,0.064
720247158,Existing Customer,0,Blue,36,3,2,7108,6508,0.084
714467733,Existing Customer,2,Silver,36,2,3,30428,28707,0.057
715480983,Existing Customer,2,Blue,36,2,3,5719,4827,0.156
807593058,Attrited Customer,3,Blue,36,2,4,5317,5317,0
709914858,Existing Customer,2,Blue,36,1,2,6362,4657,0.268
720446508,Existing Customer,2,Blue,36,3,2,1721,684,0.603
720379533,Attrited Customer,3,Blue,36,3,4,3952,3952,0
720983733,Attrited Customer,3,Blue,36,3,3,15422,14558,0.056
713657733,Existing Customer,4,Blue,36,3,1,9132,8332,0.088
710654808,Attrited Customer,4,Blue,36,1,4,1818,1818,0
717203958,Existing Customer,3,Blue,36,3,2,11512,10524,0.086
708646233,Existing Customer,1,Blue,36,2,1,17116,15827,0.075
709381383,Existing Customer,4,Blue,36,6,2,2952,435,0.853
713777883,Existing Customer,0,Blue,36,3,2,6853,5174,0.245
720406233,Existing Customer,2,Blue,36,2,4,5546,3717,0.33
715278708,Existing Customer,2,Blue,36,3,1,1594,667,0.582
715179933,Existing Customer,2,Blue,36,2,3,15704,15704,0
709215708,Existing Customer,2,Blue,36,2,5,18253,15736,0.138
710668458,Existing Customer,4,Blue,36,3,0,3696,3696,0
715688958,Existing Customer,2,Blue,36,1,3,2736,693,0.747
709830783,Existing Customer,5,Silver,36,2,2,34516,32830,0.049
713532858,Existing Customer,2,Blue,36,1,2,4728,3342,0.293
720724008,Existing Customer,2,Blue,36,1,4,13430,11074,0.175
712828533,Existing Customer,1,Blue,36,1,2,2796,2796,0
710728458,Existing Customer,1,Blue,36,3,2,7075,5679,0.197
714829683,Existing Customer,2,Blue,36,3,3,10851,9750,0.101
714000108,Existing Customer,3,Blue,36,2,4,6772,6772,0
709513458,Existing Customer,3,Blue,36,2,2,9551,7718,0.192
716573058,Attrited Customer,3,Blue,36,3,4,1438.3,1438.3,0
827695683,Existing Customer,3,Blue,36,2,5,34516,33187,0.039
716977758,Attrited Customer,3,Blue,36,3,1,3675,1158,0.685
718500633,Existing Customer,4,Blue,36,1,1,7924,6028,0.239
713516433,Existing Customer,3,Blue,36,1,0,5383,4646,0.137
708902883,Existing Customer,2,Blue,36,2,2,12856,12856,0
715628733,Existing Customer,4,Blue,36,3,4,7587,7587,0
716613933,Existing Customer,3,Blue,36,5,2,3417,1935,0.434
716306583,Attrited Customer,0,Blue,36,3,5,3812,1295,0.66
720026058,Existing Customer,3,Blue,36,1,3,21378,20094,0.06
711861258,Existing Customer,1,Blue,36,2,3,4182,4182,0
716617608,Existing Customer,1,Blue,36,3,3,1560,565,0.638
715234008,Existing Customer,1,Blue,36,3,3,4717,3127,0.337
712198983,Existing Customer,4,Blue,36,3,3,3258,3258,0
821351958,Existing Customer,4,Blue,36,1,2,1438.3,1438.3,0
716142858,Existing Customer,4,Silver,36,1,4,10961,9570,0.127
789964983,Attrited Customer,2,Blue,36,2,4,9569,9569,0
720303933,Existing Customer,2,Blue,36,1,3,3340,2058,0.384
715378383,Existing Customer,4,Silver,36,3,4,34516,32623,0.055
716040783,Existing Customer,3,Silver,36,2,2,14521,14521,0
734924658,Existing Customer,5,Blue,36,3,1,1478,686,0.536
711775383,Existing Customer,1,Blue,36,1,4,2466,2466,0
715019058,Existing Customer,2,Blue,36,1,2,2501,656,0.738
713171358,Existing Customer,4,Blue,36,1,2,1438.3,1438.3,0
826410708,Existing Customer,4,Blue,36,2,3,22956,21549,0.061
711342483,Existing Customer,1,Blue,36,2,3,2418,698,0.711
720242733,Existing Customer,4,Blue,36,2,3,1963,414,0.789
717622308,Existing Customer,0,Blue,36,3,3,2074,386,0.814
712980333,Existing Customer,3,Blue,36,3,3,24149,22301,0.077
711538758,Attrited Customer,5,Blue,36,3,3,24657,24024,0.026
715857183,Existing Customer,2,Blue,36,3,2,4939,3643,0.262
713005908,Existing Customer,2,Blue,36,2,3,2255,522,0.769
712236483,Existing Customer,2,Gold,36,3,4,15704,13713,0.127
711852783,Existing Customer,2,Blue,36,2,2,5746,4174,0.274
796903083,Attrited Customer,1,Blue,36,3,2,1438.3,1438.3,0
719488008,Existing Customer,1,Blue,36,3,1,2490,1209,0.514
709716258,Existing Customer,3,Blue,36,1,3,7633,5926,0.224
714973758,Existing Customer,3,Blue,36,3,2,1438.3,436.3,0.697
712165308,Existing Customer,2,Blue,36,2,4,7738,6791,0.122
715682208,Existing Customer,3,Blue,36,1,4,9549,9549,0
719914908,Existing Customer,2,Silver,36,3,2,11568,9722,0.16
714744783,Existing Customer,3,Blue,36,1,4,6197,4978,0.197
720942333,Existing Customer,2,Blue,36,3,4,5137,5137,0
718307433,Existing Customer,0,Blue,36,1,4,7238,5127,0.292
716332533,Existing Customer,3,Blue,36,1,3,3509,1690,0.518
712653183,Existing Customer,4,Blue,36,1,4,1976,282,0.857
715485483,Attrited Customer,5,Blue,36,3,3,3664,3664,0
711396483,Existing Customer,2,Blue,36,2,3,6033,6033,0
716436483,Existing Customer,3,Blue,36,4,3,6245,6245,0
717661908,Existing Customer,5,Silver,36,1,1,34516,34516,0
720119808,Existing Customer,3,Blue,36,2,2,24126,23178,0.039
711176133,Existing Customer,0,Blue,36,3,4,2295,1280,0.442
718197108,Attrited Customer,2,Blue,36,3,3,12342,12342,0
713750583,Existing Customer,1,Blue,36,2,4,1928,803,0.584
789177333,Attrited Customer,2,Blue,36,3,2,1693,605,0.643
717262833,Existing Customer,3,Blue,36,2,4,2964,921,0.689
714878508,Existing Customer,2,Blue,36,3,3,5483,4948,0.098
716636808,Existing Customer,3,Blue,36,2,2,34516,34516,0
708733983,Attrited Customer,1,Blue,36,3,2,5349,2958,0.447
720075558,Existing Customer,4,Blue,36,1,4,7084,7084,0
716468658,Existing Customer,2,Blue,36,1,3,3537,3537,0
717569283,Existing Customer,5,Blue,36,1,2,8896,7558,0.15
715118058,Existing Customer,3,Blue,36,3,1,20274,18174,0.104
719655258,Existing Customer,0,Blue,36,2,4,3196,3196,0
716425833,Attrited Customer,2,Blue,36,2,1,34516,33287,0.036
714048783,Existing Customer,2,Blue,36,3,0,8026,5824,0.274
721268133,Existing Customer,3,Blue,36,2,2,11366,9257,0.186
711220683,Existing Customer,1,Blue,36,1,3,11770,9957,0.154
714779733,Existing Customer,4,Blue,36,1,4,10998,9412,0.144
717358158,Existing Customer,3,Blue,36,1,2,5489,4300,0.217
716156508,Existing Customer,2,Blue,36,1,3,1470,1470,0
713277783,Existing Customer,4,Silver,36,2,2,18679,17774,0.048
717451833,Existing Customer,3,Blue,36,3,2,20356,17839,0.124
719502183,Existing Customer,2,Blue,36,1,3,4950,3121,0.369
716944983,Existing Customer,0,Blue,36,3,4,24172,21655,0.104
718115733,Existing Customer,1,Blue,36,1,3,9037,7493,0.171
717265983,Existing Customer,4,Blue,36,2,0,9908,7842,0.209
715905633,Existing Customer,1,Blue,36,1,3,6022,4589,0.238
720457608,Existing Customer,4,Blue,36,1,1,4632,4632,0
719462433,Existing Customer,5,Blue,36,2,2,8464,7462,0.118
715136583,Existing Customer,3,Blue,36,3,4,5000,4058,0.188
710509758,Existing Customer,4,Blue,36,3,3,28200,27435,0.027
781117533,Existing Customer,1,Blue,36,3,2,20968,20968,0
710294808,Existing Customer,3,Blue,36,1,2,2188,947,0.567
716404383,Attrited Customer,2,Blue,36,3,2,18799,16282,0.134
708426483,Existing Customer,2,Blue,36,6,1,5816,5100,0.123
787472283,Existing Customer,2,Blue,36,2,2,20533,19212,0.064
711843708,Attrited Customer,0,Blue,36,3,3,2125,2125,0
709718058,Existing Customer,4,Blue,36,1,4,2936,755,0.743
718877883,Attrited Customer,3,Blue,36,1,1,5644,3127,0.446
712986483,Existing Customer,3,Blue,36,5,2,15412,15412,0
711275433,Attrited Customer,4,Blue,36,3,3,18873,18873,0
712597233,Attrited Customer,2,Blue,36,3,2,3250,1529,0.53
711964533,Existing Customer,3,Blue,36,3,2,6111,3594,0.412
716705433,Existing Customer,1,Silver,36,1,3,12590,11659,0.074
709587783,Existing Customer,4,Silver,36,3,3,25133,25133,0
710657508,Existing Customer,0,Blue,36,3,4,3788,2463,0.35
714729933,Existing Customer,2,Blue,36,1,2,14164,12639,0.108
712011633,Existing Customer,2,Blue,36,1,3,2797,1947,0.304
708225483,Existing Customer,4,Blue,36,2,4,11242,9681,0.139
710809083,Existing Customer,4,Blue,36,3,1,1438.3,651.3,0.547
719732433,Existing Customer,2,Blue,36,3,1,12815,11798,0.079
715491483,Existing Customer,2,Blue,36,2,0,24016,24016,0
719536608,Existing Customer,3,Blue,36,5,1,2285,354,0.845
720753183,Existing Customer,2,Blue,36,3,2,9617,7582,0.212
714031983,Existing Customer,3,Silver,36,1,3,11533,10115,0.123
714732183,Existing Customer,4,Blue,36,3,2,3402,1795,0.472
720568083,Existing Customer,2,Blue,36,2,4,8624,8624,0
708121908,Attrited Customer,4,Blue,36,3,2,22917,22917,0
713745783,Existing Customer,0,Gold,36,1,4,34516,33064,0.042
719874633,Attrited Customer,1,Gold,36,2,3,34516,34516,0
710402508,Existing Customer,0,Blue,36,3,4,4675,4675,0
714212358,Attrited Customer,3,Blue,36,3,2,5260,3554,0.324
712835433,Existing Customer,3,Blue,36,3,3,1438.3,1438.3,0
716461683,Existing Customer,3,Silver,36,3,1,11884,10545,0.113
714622833,Existing Customer,3,Blue,36,3,2,26058,24394,0.064
719523108,Existing Customer,0,Blue,36,2,3,11236,10660,0.051
710670633,Existing Customer,4,Blue,36,3,3,5797,4018,0.307
710871108,Existing Customer,5,Silver,36,2,4,31756,30297,0.046
721104708,Attrited Customer,3,Blue,36,3,1,2067,101,0.951
708170508,Attrited Customer,2,Blue,36,3,2,1438.3,1438.3,0
719991783,Existing Customer,2,Silver,36,3,0,34516,32333,0.063
710713608,Existing Customer,0,Blue,36,3,2,24528,22132,0.098
721027083,Existing Customer,4,Blue,36,1,0,3054,1192,0.61
713764458,Existing Customer,2,Blue,36,2,3,10620,8530,0.197
716546283,Existing Customer,3,Blue,36,3,4,13049,12106,0.072
710678658,Existing Customer,4,Blue,36,3,2,4944,3793,0.233
712943508,Existing Customer,5,Blue,36,3,0,6921,5898,0.148
716911608,Existing Customer,4,Blue,36,1,4,1536,519,0.662
712085733,Existing Customer,4,Blue,36,2,3,34516,33636,0.025
721513833,Existing Customer,0,Blue,36,3,2,5619,4115,0.268
711419133,Existing Customer,4,Blue,36,2,3,3057,1980,0.352
711012783,Attrited Customer,4,Blue,36,3,4,33384,33384,0
713904708,Existing Customer,3,Blue,36,1,3,7582,5640,0.256
713730933,Attrited Customer,4,Blue,36,3,5,1438.3,1438.3,0
712235433,Attrited Customer,1,Blue,36,3,2,2886,2886,0
714594933,Existing Customer,2,Blue,36,3,0,7065,6075,0.14
714377058,Attrited Customer,1,Blue,36,3,4,1896,1896,0
720283758,Attrited Customer,2,Blue,36,3,3,13735,12002,0.126
708451233,Existing Customer,3,Blue,36,3,4,5090,3440,0.324
713162358,Existing Customer,4,Blue,36,3,2,9595,9086,0.053
710327508,Existing Customer,4,Blue,36,2,4,1687,397,0.765
720439533,Existing Customer,0,Blue,36,1,3,7112,5754,0.191
719563158,Existing Customer,2,Blue,36,3,2,4207,2286,0.457
711608958,Existing Customer,1,Blue,36,1,4,2071,1036,0.5
714532158,Existing Customer,1,Blue,36,3,3,15221,14055,0.077
811013658,Existing Customer,2,Blue,36,3,2,10816,9945,0.081
717151383,Existing Customer,1,Blue,36,3,3,2568,965,0.624
709131033,Existing Customer,0,Blue,36,3,4,2025,324,0.84
772177308,Existing Customer,2,Blue,36,2,2,1738,1738,0
715016508,Attrited Customer,3,Blue,36,3,4,4527,4527,0
760104333,Existing Customer,3,Silver,36,2,2,11392,11392,0
717990183,Existing Customer,4,Blue,36,2,2,7474,5030,0.327
710505483,Existing Customer,3,Blue,36,3,3,11117,11117,0
720964683,Existing Customer,0,Blue,36,3,2,5420,5420,0
717432933,Existing Customer,5,Blue,36,1,3,3167,1780,0.438
715448058,Existing Customer,1,Blue,36,4,1,3050,1226,0.598
717380133,Existing Customer,0,Blue,36,4,1,3305,1396,0.578
716321583,Existing Customer,3,Blue,36,3,3,12740,11567,0.092
712685733,Existing Customer,3,Silver,36,3,2,34516,32818,0.049
709137558,Existing Customer,0,Blue,36,4,4,5395,3311,0.386
714366708,Existing Customer,2,Blue,36,1,1,1490,421,0.717
710984133,Existing Customer,3,Blue,36,3,4,27876,27319,0.02
716434533,Attrited Customer,3,Blue,36,3,4,29149,29149,0
717826308,Existing Customer,5,Blue,36,2,4,2331,533,0.771
753443583,Existing Customer,1,Blue,36,2,1,8156,8156,0
719910333,Existing Customer,3,Blue,36,4,2,5853,4663,0.203
713585958,Attrited Customer,4,Blue,36,3,2,5997,5997,0
719219883,Existing Customer,2,Blue,36,1,2,9300,8531,0.083
713389233,Existing Customer,3,Silver,36,2,2,31631,31631,0
718811058,Existing Customer,3,Blue,36,2,2,5014,3127,0.376
711393483,Existing Customer,4,Blue,36,3,1,2432,2432,0
711877458,Existing Customer,3,Blue,36,2,2,1936,1936,0
714351558,Existing Customer,0,Blue,36,2,1,1829,1829,0
718540308,Existing Customer,2,Blue,36,3,0,22143,21413,0.033
714899283,Existing Customer,2,Blue,36,2,3,5258,3264,0.379
718220358,Attrited Customer,1,Blue,36,3,4,28618,28618,0
712656783,Attrited Customer,1,Blue,36,4,3,8136,5619,0.309
717483558,Existing Customer,3,Blue,36,1,2,19156,17803,0.071
721440633,Existing Customer,1,Blue,36,2,3,7982,7085,0.112
714727833,Attrited Customer,2,Blue,36,2,3,2892,375,0.87
715856208,Existing Customer,3,Blue,36,4,3,1896,777,0.59
818322033,Existing Customer,3,Blue,36,6,4,2873,1626,0.434
716288958,Existing Customer,2,Blue,36,4,3,7840,7840,0
713535033,Existing Customer,3,Blue,36,3,2,22243,20866,0.062
719314683,Existing Customer,2,Blue,36,2,4,2855,2328,0.185
709921158,Existing Customer,1,Blue,36,4,4,2281,530,0.768
717592758,Attrited Customer,3,Blue,36,2,2,1606,28,0.983
715174983,Existing Customer,3,Blue,36,4,4,2223,1626,0.269
708687483,Attrited Customer,4,Silver,36,2,3,13626,13626,0
709607733,Existing Customer,3,Blue,36,2,4,9191,7525,0.181
720168558,Existing Customer,0,Blue,36,3,3,2936,2936,0
712934583,Existing Customer,4,Silver,36,3,0,11879,11879,0
710932683,Existing Customer,2,Blue,36,1,2,6394,6394,0
714751158,Attrited Customer,2,Blue,36,2,4,34516,31999,0.073
716564433,Attrited Customer,1,Blue,36,2,4,4287,4287,0
720921408,Existing Customer,2,Blue,36,1,4,1996,452,0.774
716022258,Attrited Customer,3,Blue,36,3,3,8960,6738,0.248
715849983,Existing Customer,4,Blue,36,1,4,2107,2107,0
716567433,Existing Customer,4,Blue,36,2,3,3179,1950,0.387
713057658,Existing Customer,3,Blue,36,1,4,3968,3033,0.236
714972558,Attrited Customer,2,Blue,36,3,0,1610,1610,0
718350033,Existing Customer,3,Blue,36,2,2,3069,1188,0.613
710905908,Existing Customer,4,Blue,36,3,3,4983,3628,0.272
715411608,Existing Customer,3,Blue,36,1,1,1663,551,0.669
710598408,Existing Customer,0,Blue,36,1,1,2695,2695,0
718871358,Existing Customer,2,Blue,36,1,1,1785,1785,0
715082133,Existing Customer,2,Blue,36,2,2,2494,1002,0.598
714946908,Existing Customer,1,Blue,36,1,1,5039,3687,0.268
720846558,Existing Customer,1,Blue,36,3,4,34516,34516,0
719217483,Existing Customer,4,Blue,36,1,2,3240,1465,0.548
716385033,Existing Customer,1,Blue,36,1,3,4408,3207,0.272
711588708,Attrited Customer,2,Blue,36,3,1,1438.3,980.3,0.318
714492783,Attrited Customer,4,Blue,36,3,3,1438.3,1438.3,0
714021183,Existing Customer,4,Blue,36,2,3,30666,29620,0.034
709739283,Existing Customer,0,Blue,36,3,3,21329,19210,0.099
716230158,Existing Customer,3,Blue,36,1,4,7234,5234,0.276
713804058,Existing Customer,4,Blue,36,2,3,4187,1988,0.525
708178608,Existing Customer,0,Blue,36,2,2,2488,2488,0
714850158,Existing Customer,4,Blue,36,1,3,1963,447,0.772
712901283,Attrited Customer,2,Blue,36,3,2,2121,2121,0
714567708,Existing Customer,1,Blue,36,3,3,2483,434,0.825
709178733,Attrited Customer,2,Blue,36,2,3,5527,4407,0.203
721325133,Existing Customer,2,Blue,36,1,3,31625,31625,0
715474833,Existing Customer,2,Blue,36,2,2,12944,11545,0.108
708924783,Existing Customer,3,Blue,36,1,0,5506,3377,0.387
714537258,Existing Customer,3,Blue,36,2,1,8876,7744,0.128
717368208,Attrited Customer,1,Blue,36,2,4,26723,26723,0
711491283,Existing Customer,3,Blue,36,3,0,1975,711,0.64
715409733,Attrited Customer,4,Blue,36,2,3,2263,2263,0
710974308,Existing Customer,1,Blue,36,3,4,26792,25121,0.062
715732533,Attrited Customer,4,Blue,36,1,3,9375,7750,0.173
708588408,Existing Customer,3,Blue,36,2,2,6836,5229,0.235
718855983,Existing Customer,4,Blue,36,3,4,13039,11199,0.141
718576908,Existing Customer,4,Blue,36,1,3,29939,29939,0
714431058,Existing Customer,3,Blue,36,2,4,4210,2613,0.379
716408058,Existing Customer,2,Blue,36,3,4,2500,1202,0.519
721437333,Attrited Customer,2,Blue,36,2,2,5054,2537,0.498
712404483,Existing Customer,2,Blue,36,3,1,3989,1475,0.63
709774608,Existing Customer,3,Blue,36,3,4,5993,4411,0.264
711626658,Attrited Customer,1,Blue,36,3,4,1930,1930,0
720486408,Existing Customer,1,Blue,36,3,0,1438.3,682.3,0.526
718846008,Existing Customer,0,Blue,36,3,1,4377,2877,0.343
710342508,Existing Customer,2,Blue,36,3,4,1593,1593,0
710733183,Existing Customer,3,Blue,36,1,2,1438.3,593.3,0.587
718489608,Existing Customer,4,Blue,36,2,2,2433,485,0.801
714502458,Existing Customer,3,Blue,36,2,4,17811,17168,0.036
712444533,Existing Customer,2,Blue,36,2,0,14418,14418,0
720616908,Existing Customer,1,Blue,36,1,2,34516,34516,0
710820783,Existing Customer,4,Blue,36,1,2,5989,5989,0
719378658,Existing Customer,3,Silver,36,3,4,34516,33132,0.04
716955783,Existing Customer,2,Blue,36,2,2,16026,14866,0.072
718088133,Existing Customer,3,Blue,36,1,0,2348,1287,0.452
717091533,Existing Customer,1,Blue,36,2,3,13613,12441,0.086
769684158,Existing Customer,4,Blue,36,3,2,2502,1014,0.595
710349258,Existing Customer,3,Blue,36,2,2,2589,537,0.793
713940033,Existing Customer,3,Blue,36,1,3,2049,589,0.713
714571008,Existing Customer,3,Blue,36,2,3,1438.3,1438.3,0
715354008,Existing Customer,3,Blue,36,1,2,25937,25937,0
712014708,Existing Customer,4,Blue,36,1,2,2912,1411,0.515
767835558,Existing Customer,2,Blue,36,1,3,5928,3411,0.425
721531683,Existing Customer,4,Blue,36,1,3,8482,8482,0
720660558,Existing Customer,2,Blue,36,3,4,23911,21811,0.088
715500558,Existing Customer,3,Blue,36,1,4,1637,863,0.473
716317458,Attrited Customer,2,Blue,36,3,3,4281,4281,0
718569258,Existing Customer,2,Blue,36,3,3,2029,1055,0.48
711850533,Existing Customer,4,Blue,36,1,4,3818,3818,0
720432858,Existing Customer,4,Blue,36,1,3,2316,806,0.652
713856708,Existing Customer,4,Blue,36,1,2,6798,4281,0.37
709604958,Existing Customer,3,Blue,36,3,4,2585,738,0.715
718110858,Attrited Customer,4,Blue,36,3,5,1606,1606,0
715762083,Existing Customer,0,Silver,36,3,2,30501,28471,0.067
719745558,Existing Customer,3,Blue,36,2,2,9137,7408,0.189
718516533,Existing Customer,2,Blue,36,2,3,2586,390,0.849
718188858,Existing Customer,0,Blue,36,1,2,2537,1440,0.432
718514283,Existing Customer,4,Blue,36,2,2,1438.3,644.3,0.552
708642708,Attrited Customer,2,Blue,36,2,3,13019,13019,0
714963558,Existing Customer,3,Blue,36,2,3,1438.3,1438.3,0
714834258,Existing Customer,4,Blue,36,2,4,2459,1332,0.458
713788083,Attrited Customer,1,Blue,36,2,5,1624,1624,0
713240133,Existing Customer,3,Blue,36,3,1,9351,7869,0.158
715080258,Existing Customer,1,Blue,36,2,3,6730,5637,0.162
780067158,Attrited Customer,2,Blue,36,3,3,1746,639,0.634
715357308,Existing Customer,2,Blue,36,1,2,4141,2717,0.344
720339558,Existing Customer,2,Blue,36,1,2,2363,1869,0.209
712575708,Existing Customer,2,Blue,36,1,4,1994,819,0.589
719730258,Existing Customer,4,Silver,36,2,3,33771,33771,0
716077458,Existing Customer,3,Blue,36,2,4,4707,3586,0.238
718711158,Attrited Customer,3,Blue,36,2,3,3841,1324,0.655
708271833,Existing Customer,3,Silver,36,2,3,15069,13226,0.122
714389883,Existing Customer,4,Blue,36,3,1,8063,6578,0.184
712257258,Attrited Customer,1,Blue,36,2,5,1457,1457,0
712294983,Existing Customer,2,Blue,36,2,4,1947,787,0.596
717023508,Existing Customer,3,Blue,36,1,2,2667,1116,0.582
772133808,Existing Customer,3,Blue,36,5,0,3114,2055,0.34
789526458,Existing Customer,3,Blue,36,2,1,2534,828,0.673
716079708,Existing Customer,3,Blue,36,2,2,2503,130,0.948
713789883,Existing Customer,4,Blue,36,1,1,1479,475,0.679
712271958,Existing Customer,3,Blue,36,2,3,9782,7989,0.183
710812533,Attrited Customer,3,Silver,36,2,3,34516,34362,0.004
715987758,Attrited Customer,3,Blue,36,2,1,3261,3261,0
716470683,Existing Customer,3,Blue,36,1,3,20631,18583,0.099
711673983,Existing Customer,4,Blue,36,1,2,18721,17153,0.084
715679733,Existing Customer,2,Blue,36,2,4,1736,223,0.872
719917233,Attrited Customer,3,Blue,36,3,2,13382,12223,0.087
714621183,Existing Customer,3,Blue,36,3,4,2650,1004,0.621
721365033,Attrited Customer,3,Blue,36,2,4,1696,1696,0
717967833,Existing Customer,1,Blue,36,1,0,2677,1122,0.581
714485508,Existing Customer,3,Blue,36,2,4,9086,7832,0.138
711377808,Existing Customer,3,Blue,36,3,2,21142,21142,0
718565733,Existing Customer,0,Blue,36,2,4,3653,1884,0.484
712723608,Existing Customer,3,Blue,36,2,4,1713,1713,0
720784833,Attrited Customer,3,Blue,36,3,1,1630,387,0.763
710552733,Attrited Customer,5,Blue,36,3,2,4963,4963,0
787291308,Existing Customer,5,Blue,36,2,4,4228,2519,0.404
714384783,Attrited Customer,1,Blue,36,3,3,2468,2468,0
713847858,Attrited Customer,3,Blue,36,3,3,1438.3,1438.3,0
720570333,Existing Customer,3,Blue,36,3,0,1912,749,0.608
718766058,Attrited Customer,2,Blue,36,2,2,1438.3,1438.3,0
710656683,Existing Customer,3,Blue,36,3,1,1986,372,0.813
720807183,Existing Customer,2,Blue,36,2,1,15026,14110,0.061
715844733,Existing Customer,5,Blue,36,3,2,2174,1297,0.403
712332183,Existing Customer,3,Blue,36,1,0,29535,28640,0.03
711721458,Attrited Customer,2,Blue,36,2,2,1438.3,1438.3,0
708501783,Attrited Customer,2,Blue,36,2,4,34516,33039,0.043
710641008,Existing Customer,2,Blue,36,3,4,8685,8685,0
716177583,Existing Customer,1,Blue,36,2,4,1438.3,1438.3,0
718501983,Existing Customer,2,Blue,36,6,1,5950,4833,0.188
710335983,Existing Customer,0,Blue,36,1,3,3532,2663,0.246
714835833,Existing Customer,4,Blue,36,3,2,34516,33468,0.03
713321508,Existing Customer,3,Blue,36,1,4,1965,790,0.598
708992733,Existing Customer,0,Blue,36,3,2,1513,1513,0
709488108,Attrited Customer,4,Blue,36,2,3,10543,10543,0
712178883,Existing Customer,2,Blue,36,2,1,6371,4425,0.305
717490008,Existing Customer,4,Blue,36,1,1,19188,17566,0.085
714917583,Existing Customer,2,Silver,36,1,2,10074,8995,0.107
767256933,Existing Customer,5,Blue,36,2,4,2621,2023,0.228
714643983,Existing Customer,1,Blue,36,3,3,2758,741,0.731
802834158,Attrited Customer,4,Blue,36,2,2,6743,5006,0.258
712038258,Attrited Customer,4,Blue,36,3,3,32838,31121,0.052
715339758,Existing Customer,1,Blue,36,3,1,18038,16854,0.066
713451408,Existing Customer,4,Blue,36,1,3,1943,289,0.851
708804633,Attrited Customer,2,Blue,36,2,2,1916,1916,0
714479358,Attrited Customer,3,Blue,36,3,3,3610,2056,0.43
711406758,Existing Customer,3,Blue,36,2,2,1667,1667,0
711371208,Existing Customer,4,Blue,36,2,2,6465,4602,0.288
717825033,Existing Customer,0,Blue,36,3,2,5444,2945,0.459
779926608,Existing Customer,2,Blue,36,2,1,1438.3,1438.3,0
710125608,Existing Customer,5,Blue,36,2,0,2679,1121,0.582
716471508,Existing Customer,2,Blue,36,1,2,19865,19865,0
782548758,Existing Customer,5,Blue,36,2,3,2069,781,0.623
714292533,Existing Customer,3,Blue,36,1,2,2544,2544,0
712096758,Existing Customer,2,Blue,36,3,1,5370,4717,0.122
714125883,Existing Customer,2,Blue,36,2,1,2514,669,0.734
711305208,Existing Customer,2,Blue,36,3,4,14785,13697,0.074
716625033,Attrited Customer,1,Blue,36,3,6,2761,2761,0
710080383,Existing Customer,2,Blue,36,2,3,2331,622,0.733
721412208,Existing Customer,2,Blue,36,2,2,1438.3,534.3,0.629
708129933,Existing Customer,4,Blue,36,3,2,2072,528,0.745
710431158,Existing Customer,3,Blue,36,1,2,10273,8616,0.161
